AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,DAYS_BIRTH,DAYS_EMPLOYED,CNT_FAM_MEMBERS,NAME_CONTRACT_TYPE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_RATING_CLIENT,REG_REGION_NOT_WORK_REGION,FLAG_OWN_CAR,FLAG_OWN_REALTY
58000.0,178800.0,10570.0,-17249,-208,1,0,0,3,1,0,3,1,0,1
105000.0,290200.0,14560.0,-17744,-2035,2,0,3,3,2,0,2,0,1,1
380900.0,1165100.0,64160.0,-13420,-3047,1,1,0,3,3,0,2,1,0,0
153500.0,416100.0,25100.0,-15878,-783,1,0,0,3,0,0,2,0,0,1
67500.0,223300.0,15130.0,-11859,-2767,1,0,3,3,3,0,3,0,0,1
137200.0,583300.0,29250.0,-19321,-2264,3,0,3,3,1,0,3,0,0,1
131900.0,258400.0,10880.0,-14270,-3367,2,0,3,0,1,0,2,1,1,1
188400.0,362000.0,21030.0,-17780,-341,4,0,1,3,3,0,2,0,0,1
275600.0,997200.0,63310.0,-10397,-3073,1,0,3,3,1,0,1,0,1,1
201300.0,488100.0,32840.0,-17038,-1410,1,0,3,3,1,0,1,0,1,0
144500.0,389300.0,25840.0,-20181,-358,2,0,3,3,1,0,2,0,1,1
115000.0,210800.0,9010.0,-14196,-4816,3,0,0,3,1,0,2,1,0,0
123700.0,276500.0,14210.0,-8770,-1601,3,0,3,3,1,2,2,0,0,1
47100.0,193900.0,11980.0,-10197,-189,2,0,3,3,1,0,2,1,0,1
94200.0,301500.0,20230.0,-14378,-513,2,0,3,3,1,0,3,0,0,0
94000.0,400500.0,22690.0,-18540,-217,1,0,1,0,3,0,1,0,1,1
162500.0,529400.0,31430.0,-9293,-2719,2,0,0,3,0,0,3,0,0,0
131900.0,476000.0,21880.0,-10184,-1493,2,0,3,3,3,0,2,0,0,1
180000.0,424200.0,21880.0,-9840,-1420,2,0,3,3,1,3,2,0,1,0
210300.0,738300.0,39280.0,-23436,-72,2,0,3,0,1,0,2,0,0,1
97100.0,195700.0,8650.0,-8055,-1480,1,0,1,3,0,0,3,0,1,1
137600.0,591000.0,32780.0,-13533,-612,1,0,1,3,3,0,2,0,0,0
82400.0,348200.0,20270.0,-16103,-4200,2,0,3,3,1,2,2,0,0,0
141100.0,418700.0,27740.0,-8587,-2013,2,0,1,0,1,0,2,0,0,1
140400.0,536400.0,29040.0,-18143,-735,4,0,1,3,1,0,2,1,0,0
76400.0,181100.0,8870.0,-22266,-1237,3,0,1,0,1,0,2,0,0,1
180700.0,678000.0,28760.0,-21682,-111,1,0,0,3,1,0,1,0,0,0
181300.0,582600.0,39080.0,-15597,-904,2,0,0,3,1,0,1,0,1,1
252100.0,1006900.0,50040.0,-23673,-1140,2,0,0,3,1,0,2,0,0,1
141800.0,423100.0,25180.0,-15930,-1186,2,0,2,0,1,0,2,0,1,1
282800.0,787300.0,45140.0,-9433,-844,3,0,3,3,3,0,2,0,0,1
135800.0,495300.0,26440.0,-10517,-3942,3,0,3,3,1,3,2,0,0,1
174700.0,320800.0,20650.0,-23591,-1452,2,0,3,3,1,0,2,0,0,0
77300.0,344900.0,19670.0,-11933,-3729,2,1,3,3,4,0,2,0,0,1
113100.0,373300.0,23660.0,-11887,-1897,1,0,3,3,1,0,2,0,1,1
201100.0,744800.0,48320.0,-9252,-36,3,0,3,3,3,0,2,0,1,1
186600.0,548000.0,36240.0,-22285,-1791,2,0,3,3,0,0,2,0,1,0
161800.0,383700.0,20950.0,-9054,-1445,2,0,1,2,4,0,1,0,0,1
111800.0,252000.0,16110.0,-22987,-3463,4,1,3,3,2,0,2,0,0,1
69200.0,247500.0,15290.0,-10197,-670,2,0,3,0,4,3,2,0,1,1
206000.0,579500.0,38930.0,-12658,-511,4,0,3,3,3,1,2,0,0,1
266800.0,546800.0,31410.0,-16047,-216,1,0,1,3,1,0,2,1,0,1
104600.0,415600.0,20440.0,-11068,-379,5,0,0,3,1,0,2,0,0,1
281100.0,760000.0,47440.0,-20108,-3944,2,0,1,0,1,0,2,0,0,0
411800.0,1080900.0,67980.0,-8667,-496,3,0,1,0,1,0,2,0,0,1
208500.0,898800.0,58480.0,-23278,-2349,5,0,1,3,1,0,2,0,0,1
109600.0,341100.0,15420.0,-11065,-751,3,0,1,3,3,0,2,0,0,1
141600.0,318800.0,17380.0,-21234,-2399,2,0,3,3,1,0,3,0,0,1
86200.0,204900.0,9380.0,-9559,-55,3,0,3,0,0,1,2,0,0,0
123600.0,482700.0,30700.0,-10071,-3496,1,1,3,3,3,0,2,0,1,1
160600.0,543900.0,29470.0,-14394,-721,2,0,0,0,1,0,2,0,1,1
312800.0,1001800.0,49340.0,-19616,-7726,2,0,3,3,1,0,2,0,1,1
226400.0,943900.0,47610.0,-17535,-6985,2,0,3,3,1,0,3,0,0,0
256800.0,783400.0,37680.0,-10356,-746,1,0,0,3,1,0,2,1,1,0
149800.0,344800.0,21370.0,-19298,-60,2,0,0,3,1,0,2,1,1,1
263600.0,713700.0,43220.0,-12825,-708,1,0,3,1,0,0,2,0,0,1
115400.0,444500.0,28510.0,-7906,-667,3,0,3,3,1,1,2,1,1,1
126300.0,358400.0,21480.0,-19678,-13104,1,0,0,3,1,0,2,1,0,1
147000.0,341400.0,18680.0,-14712,-2029,2,0,0,3,1,0,2,0,0,0
242200.0,467700.0,25370.0,-18338,-2102,1,0,0,3,1,0,3,0,0,1
200600.0,896700.0,48960.0,-17407,-159,3,0,0,3,0,0,2,0,1,0
287100.0,754100.0,38490.0,-16788,-2380,2,0,3,3,1,0,2,1,1,1
105800.0,234900.0,11230.0,-8789,-2215,2,0,3,3,1,0,2,1,0,1
99500.0,347100.0,16340.0,-15906,-367,2,0,1,3,1,0,2,1,0,1
115400.0,409300.0,20160.0,-21388,-521,1,0,1,3,1,0,2,0,0,1
130400.0,380300.0,16170.0,-20569,-417,2,0,3,3,1,0,1,0,0,1
114600.0,357000.0,17940.0,-8294,-107,4,0,0,3,1,0,2,0,1,1
164300.0,364700.0,18350.0,-13776,-1262,1,0,0,3,4,0,2,0,0,0
134100.0,488800.0,20750.0,-19498,-2506,3,1,3,0,3,0,2,0,1,1
140800.0,503000.0,21340.0,-12929,-155,1,0,1,0,3,0,2,0,0,0
179900.0,431100.0,25050.0,-19636,-265,2,0,3,3,3,0,2,0,1,1
115900.0,263000.0,11210.0,-20798,-680,1,0,3,3,1,0,2,0,0,1
236400.0,535600.0,26990.0,-17115,-998,5,0,0,3,1,0,1,0,1,1
117700.0,523800.0,33510.0,-12751,-42,2,1,3,0,4,0,2,0,1,1
156000.0,371200.0,19130.0,-9300,-1480,3,1,3,0,1,0,2,0,0,0
97300.0,314700.0,19700.0,-12944,-668,2,0,3,0,0,0,2,0,1,1
113300.0,379300.0,22750.0,-10978,-1720,1,1,0,3,1,0,2,0,1,1
123900.0,396800.0,18920.0,-15723,-561,1,0,3,3,1,3,3,0,1,1
136600.0,567200.0,27550.0,-16841,-1059,3,0,3,3,0,0,2,0,0,1
117600.0,513300.0,23100.0,-10618,-2031,2,0,3,3,1,0,2,0,0,0
240100.0,850700.0,56530.0,-11634,-3133,2,0,1,0,4,0,2,0,0,1
168300.0,599000.0,38930.0,-21801,-133,2,0,0,3,3,0,2,0,0,1
148300.0,438500.0,26980.0,-18818,-1006,2,0,1,3,0,0,3,0,0,1
105900.0,392200.0,21430.0,-13401,-1756,3,0,1,0,1,0,2,1,0,1
45000.0,87700.0,4800.0,-17426,-1813,2,0,1,3,1,0,2,1,0,1
154700.0,485500.0,23820.0,-9775,-184,1,0,0,3,1,0,2,1,0,0
45300.0,138900.0,6710.0,-10152,-2126,1,0,3,3,1,0,2,0,1,1
143900.0,404300.0,18540.0,-21690,-204,1,0,3,3,1,0,2,0,0,1
137700.0,476600.0,22340.0,-13224,-971,4,0,1,0,3,2,1,0,0,1
172700.0,389700.0,24050.0,-19327,-249,4,0,3,3,1,0,2,0,0,1
169600.0,385900.0,24470.0,-10290,-841,2,0,0,3,0,0,2,0,1,1
277300.0,888000.0,43980.0,-19556,-3047,1,0,0,3,1,0,3,0,1,1
304900.0,999600.0,63710.0,-22059,-2753,2,0,3,0,1,0,2,0,1,1
89400.0,168100.0,10110.0,-9487,-2199,3,0,0,3,1,0,3,0,1,1
181700.0,544100.0,24480.0,-13227,-500,3,0,1,3,3,0,2,0,0,1
323500.0,697700.0,44810.0,-12128,-5553,2,0,3,3,1,3,2,0,0,0
120700.0,396200.0,25420.0,-23425,-3478,2,0,1,2,1,0,2,0,0,1
237000.0,543900.0,34830.0,-11909,-36,2,0,3,0,2,0,2,0,0,1
258600.0,875700.0,55000.0,-23585,-3071,2,0,1,0,1,0,3,0,0,1
48700.0,196500.0,10500.0,-9654,-461,3,0,3,3,1,0,2,0,0,0
308000.0,598800.0,27770.0,-10940,-1491,2,0,3,3,4,0,2,1,0,1
100200.0,221000.0,11950.0,-18833,-713,1,0,0,0,1,0,2,0,0,1
238100.0,763100.0,41650.0,-12530,-890,2,0,3,0,0,0,3,0,1,1
90800.0,286500.0,17660.0,-21160,-1356,2,0,1,3,1,0,2,0,1,0
109000.0,454800.0,30180.0,-12243,-300,2,0,0,3,4,0,2,0,1,1
113300.0,257900.0,15040.0,-19958,-388,1,0,3,0,0,0,2,1,0,1
211100.0,761000.0,36690.0,-21673,-345,1,0,3,3,2,0,1,1,0,0
115700.0,319900.0,19130.0,-11121,-983,2,0,3,3,1,0,3,0,0,1
259500.0,1056400.0,58240.0,-13725,-4989,2,0,0,3,1,0,2,0,0,0
128000.0,382200.0,22040.0,-21770,-402,2,0,0,3,4,0,1,0,0,1
215100.0,439300.0,20170.0,-8389,-361,4,0,1,0,3,0,3,0,1,1
107400.0,374900.0,22810.0,-13916,-2665,2,0,3,2,1,0,3,0,1,1
168300.0,529700.0,29220.0,-12714,-376,2,0,3,3,3,3,2,0,0,0
101300.0,442300.0,22560.0,-20872,-751,1,0,3,3,3,0,2,0,0,0
82200.0,350700.0,22890.0,-14614,-994,3,0,3,2,1,0,3,0,1,1
136800.0,472600.0,22820.0,-22640,-5132,2,0,3,0,1,0,2,0,1,1
148600.0,449000.0,30000.0,-8675,-2101,2,0,3,0,3,0,2,0,0,1
207800.0,831000.0,46180.0,-13871,-302,3,1,3,0,0,0,1,0,1,1
137600.0,597500.0,32160.0,-23189,-6018,3,0,0,1,1,0,1,0,1,1
162300.0,517800.0,29270.0,-10653,-1946,2,0,3,3,1,1,2,1,0,1
236300.0,471200.0,28100.0,-7872,-839,1,0,0,0,1,0,2,0,1,1
224900.0,714800.0,33340.0,-16715,-1228,3,0,3,0,2,0,2,0,0,1
79100.0,194100.0,10050.0,-16820,-1116,2,1,3,3,0,0,2,0,0,1
158700.0,408300.0,25180.0,-16056,-71,3,1,2,0,1,0,1,0,0,1
214700.0,569800.0,36920.0,-10967,-936,2,0,3,3,1,0,2,1,0,1
102300.0,306700.0,18460.0,-11446,-160,2,0,3,0,1,0,2,0,0,0
184100.0,777100.0,48190.0,-19522,-2294,1,0,3,3,1,0,2,0,0,1
326900.0,1037800.0,68710.0,-7767,-81,2,1,3,3,0,0,1,0,0,1
279800.0,1120200.0,55970.0,-11124,-4549,2,0,3,3,3,0,2,0,1,1
119600.0,324700.0,21960.0,-8025,-336,4,0,3,3,1,0,2,1,1,1
86000.0,209800.0,9120.0,-17155,-1759,2,0,3,3,4,0,3,1,1,1
176400.0,393100.0,25590.0,-8251,-300,2,0,2,3,3,0,2,0,0,1
171300.0,534000.0,34990.0,-22648,-3467,3,0,3,0,1,0,3,0,0,1
192800.0,854400.0,38390.0,-18514,-1549,2,0,0,3,1,0,2,0,1,1
121300.0,409100.0,19650.0,-11847,-3076,1,0,3,3,1,0,2,1,0,1
210900.0,472400.0,26420.0,-22258,-932,4,0,0,2,3,0,2,0,0,1
58400.0,210100.0,11060.0,-14387,-681,2,0,3,3,1,0,3,0,0,0
184500.0,652500.0,35880.0,-13005,-890,2,0,0,3,3,3,2,0,0,1
604500.0,2451500.0,112540.0,-15451,-1553,4,1,3,1,0,0,2,0,1,1
329800.0,761100.0,44620.0,-12463,-1588,2,0,1,3,1,3,2,1,0,1
122200.0,346600.0,23500.0,-16971,-1065,1,0,3,3,1,0,2,0,0,1
133200.0,471700.0,29590.0,-9447,-769,2,0,3,3,1,0,2,0,0,0
122300.0,358000.0,23910.0,-20634,-4307,2,0,2,3,1,0,1,1,1,1
170500.0,431600.0,18290.0,-16001,-345,2,0,3,0,1,0,2,0,1,0
90700.0,196100.0,9120.0,-14394,-3568,3,0,0,3,1,0,2,0,1,0
78100.0,342200.0,21940.0,-12446,-555,4,0,3,3,1,0,3,0,1,1
195300.0,522800.0,34510.0,-23257,-158,1,0,0,3,1,0,1,0,0,1
118300.0,285000.0,19110.0,-21833,-2881,2,0,3,0,3,0,3,1,1,1
180600.0,638700.0,31520.0,-22499,-935,5,0,0,3,1,3,2,0,1,1
186100.0,739500.0,40020.0,-12350,-1035,4,1,2,3,1,0,2,0,0,1
118100.0,519200.0,33580.0,-9008,-562,1,0,1,0,2,0,2,0,0,1
195300.0,830100.0,38860.0,-17782,-355,2,0,0,3,1,0,2,1,1,1
87500.0,392100.0,23160.0,-9023,-1334,2,0,1,0,3,0,2,0,1,1
248700.0,1114700.0,62820.0,-9381,-2807,2,0,3,3,3,0,3,0,0,1
45000.0,184600.0,8070.0,-15974,-969,2,0,3,3,1,1,3,0,0,0
134500.0,585400.0,31620.0,-18039,-1670,1,0,0,3,1,0,2,1,0,1
111000.0,483100.0,28750.0,-16622,-984,2,0,0,0,1,0,2,0,0,1
60800.0,188000.0,11440.0,-21770,-819,3,0,2,3,1,0,3,1,0,1
107600.0,378600.0,23960.0,-20361,-456,2,0,3,3,0,0,2,0,0,1
105800.0,458600.0,21770.0,-22946,-432,4,0,3,0,3,0,2,0,1,1
96000.0,306600.0,14360.0,-12824,-106,2,0,3,3,1,0,3,0,0,1
100300.0,190200.0,9550.0,-11279,-216,3,0,3,3,0,0,2,0,0,0
211500.0,637200.0,31700.0,-22316,-302,3,0,2,0,1,0,3,0,0,1
200200.0,439000.0,25640.0,-12350,-1806,2,0,3,0,1,0,2,0,1,0
45000.0,193700.0,9830.0,-9672,-627,1,0,0,3,1,1,1,0,1,1
86200.0,264800.0,15980.0,-14074,-1813,1,0,2,3,0,0,2,0,1,1
305500.0,725000.0,45590.0,-20609,-1261,1,0,3,3,0,0,1,0,1,0
576200.0,1627800.0,74230.0,-15862,-3831,1,0,0,0,1,0,2,1,0,0
90400.0,323100.0,19800.0,-16992,-689,2,0,0,0,1,0,2,0,0,1
104800.0,338400.0,22410.0,-13644,-3894,1,0,2,3,3,0,2,1,1,1
134600.0,533700.0,31190.0,-21457,-76,1,0,3,3,1,0,2,0,0,0
341300.0,1024700.0,48660.0,-17369,-36,2,0,1,3,0,0,2,0,0,1
256700.0,983000.0,48890.0,-13288,-1419,1,0,3,3,1,0,2,0,1,1
97500.0,402400.0,21350.0,-22745,-351,1,1,3,3,1,0,2,0,0,0
157800.0,597400.0,29250.0,-13298,-2567,4,0,0,3,1,0,2,0,1,1
226600.0,711200.0,32850.0,-12169,-389,4,0,1,3,1,0,2,1,1,1
110300.0,199000.0,11480.0,-22929,-90,2,0,3,3,1,0,3,0,0,0
156400.0,544700.0,22950.0,-19422,-3390,2,0,3,3,1,0,1,1,1,0
172000.0,518500.0,22820.0,-17959,-1374,2,0,3,3,0,0,2,0,0,0
242000.0,1045800.0,46140.0,-11486,-1302,4,1,3,3,1,0,2,1,0,1
185800.0,535700.0,23780.0,-10217,-3643,2,1,1,0,1,3,2,0,1,0
108700.0,329400.0,22300.0,-10705,-616,1,0,3,3,4,0,3,0,1,1
129600.0,316000.0,14100.0,-10337,-478,2,0,3,3,1,3,2,0,0,1
192300.0,387600.0,19170.0,-12361,-1471,1,0,3,3,1,0,2,0,0,0
88400.0,183900.0,9900.0,-18130,-1383,2,0,3,3,0,0,2,0,0,0
154500.0,530100.0,32870.0,-19593,-242,1,0,1,0,1,0,1,0,1,0
179100.0,362500.0,22040.0,-14813,-2202,4,0,3,3,1,0,2,0,1,1
124900.0,270000.0,18140.0,-16965,-971,1,0,3,3,2,0,1,0,0,1
45000.0,180900.0,10840.0,-9553,-1061,2,0,3,3,2,0,1,0,0,1
217900.0,748400.0,38190.0,-16042,-102,3,1,3,3,1,0,2,0,0,0
102600.0,459900.0,29000.0,-10111,-96,2,0,1,3,1,0,2,1,1,1
130800.0,546500.0,23150.0,-8907,-1451,2,0,0,0,0,0,2,0,0,1
260200.0,940300.0,61230.0,-22715,-1613,3,0,1,0,3,0,2,0,0,0
205900.0,754100.0,49860.0,-21806,-802,3,0,2,0,1,0,2,0,0,1
340100.0,749100.0,44610.0,-21609,-872,1,0,0,3,0,0,2,0,0,0
117500.0,267800.0,14520.0,-12540,-1344,2,1,0,3,3,0,3,0,0,1
52400.0,228800.0,12060.0,-20653,-901,3,0,3,2,1,0,3,0,1,1
57700.0,230900.0,13640.0,-17301,-2588,2,1,0,0,1,0,2,0,0,1
424400.0,985300.0,53520.0,-10821,-3216,2,0,3,3,1,0,2,0,0,0
164000.0,380800.0,16160.0,-23208,-670,2,0,3,3,1,0,1,1,0,1
125700.0,333100.0,19950.0,-15799,-410,4,1,3,3,1,0,2,0,0,0
141600.0,342300.0,20240.0,-10447,-2015,2,0,3,3,1,0,2,0,0,1
217100.0,932000.0,56690.0,-18338,-1486,1,1,1,0,0,0,1,0,0,1
155100.0,617700.0,40820.0,-9269,-44,3,0,3,3,1,0,2,0,1,1
79300.0,332100.0,17310.0,-15945,-4525,2,0,1,0,0,0,3,0,0,0
121900.0,249100.0,12080.0,-15056,-2503,2,0,2,0,1,0,2,0,0,0
349600.0,719700.0,35600.0,-16353,-1342,1,0,0,3,1,3,2,0,1,0
424500.0,1503100.0,94480.0,-12706,-1968,1,0,3,0,1,0,2,1,1,0
184000.0,538800.0,24910.0,-11224,-134,2,0,3,3,1,0,2,0,0,1
124000.0,488400.0,25180.0,-19176,-332,5,0,2,0,1,0,2,0,0,0
226800.0,892300.0,49470.0,-13366,-3853,2,0,3,3,1,0,1,0,0,1
280100.0,542200.0,33080.0,-16221,-84,1,0,1,3,1,0,2,0,0,1
107600.0,365900.0,22590.0,-10174,-714,1,0,3,3,1,0,2,1,0,1
204500.0,826500.0,49960.0,-14239,-375,2,0,1,3,1,2,3,0,0,0
242900.0,1072300.0,49350.0,-21445,-1118,2,0,0,3,1,0,3,1,0,1
93500.0,346600.0,22930.0,-12551,-3637,4,0,1,0,2,0,2,0,0,1
318900.0,849100.0,51640.0,-14993,-4596,2,0,3,3,1,0,3,0,1,0
119800.0,416600.0,23920.0,-8640,-2065,4,0,3,3,1,0,2,0,1,1
