AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,DAYS_BIRTH,DAYS_EMPLOYED,CNT_FAM_MEMBERS,NAME_CONTRACT_TYPE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_RATING_CLIENT,REG_REGION_NOT_WORK_REGION,FLAG_OWN_CAR,FLAG_OWN_REALTY
189800.0,554100.0,36120.0,-9348,-471,3,0,3,0,3,0,2,0,0,1
109100.0,230600.0,12580.0,-16813,-5646,4,0,3,3,1,0,3,0,0,1
113400.0,384000.0,18620.0,-19468,-6767,4,0,3,0,1,0,2,0,0,1
322600.0,1092900.0,65840.0,-12021,-5446,1,0,3,3,1,0,2,0,0,1
176700.0,459300.0,23750.0,-14884,-55,3,0,1,3,1,0,3,0,0,1
124500.0,499600.0,25450.0,-21232,-887,2,0,3,3,1,3,2,1,0,0
216200.0,705500.0,38480.0,-21477,-477,1,0,3,0,1,0,1,0,0,1
79400.0,348200.0,14740.0,-15636,-1161,2,0,3,3,3,0,2,0,1,1
109300.0,269500.0,12440.0,-12384,-3988,1,0,0,3,1,0,2,0,0,0
336400.0,883000.0,53500.0,-20522,-2219,2,0,0,3,1,0,3,1,0,1
568300.0,2188700.0,109060.0,-20354,-3996,2,0,1,3,1,0,3,1,0,1
276100.0,652500.0,42030.0,-22036,-5412,3,0,3,3,1,1,2,0,1,1
79500.0,241100.0,16090.0,-9329,-1402,2,0,3,3,2,0,3,1,0,1
350500.0,1262700.0,69310.0,-18075,-2752,1,0,3,3,3,0,3,0,0,1
112200.0,341200.0,22380.0,-13217,-245,3,0,3,0,2,3,2,0,0,1
198100.0,679400.0,46020.0,-10160,-289,1,0,3,3,1,0,1,0,0,1
110500.0,285900.0,15600.0,-21301,-687,3,0,1,3,0,0,2,0,1,1
46500.0,138800.0,6140.0,-9566,-1020,2,0,1,3,1,0,2,0,1,1
91000.0,271100.0,18010.0,-21159,-2858,1,0,3,3,1,0,2,0,0,1
195900.0,748200.0,33240.0,-19554,-36,3,0,2,0,3,0,2,0,0,0
175400.0,374600.0,23340.0,-10373,-2078,2,0,0,3,1,0,2,0,1,1
214000.0,758300.0,41720.0,-18542,-93,3,0,1,3,1,0,2,0,0,1
148700.0,557400.0,28360.0,-11447,-248,1,0,0,3,1,0,2,1,1,0
270300.0,929900.0,53280.0,-19682,-3949,2,0,0,3,1,0,1,0,0,1
184400.0,735100.0,37740.0,-13657,-1930,3,0,1,3,1,3,2,0,0,1
166300.0,313600.0,13830.0,-15532,-4388,1,0,2,3,0,0,2,1,1,1
71200.0,186700.0,8560.0,-23467,-1125,1,0,0,3,1,0,2,0,0,1
137000.0,426300.0,23820.0,-15069,-3207,1,0,2,0,1,0,1,0,1,1
79300.0,188600.0,11410.0,-21582,-2462,3,0,3,3,1,0,2,0,1,1
75900.0,149300.0,8640.0,-8247,-252,2,0,3,3,2,3,2,0,0,1
278700.0,785100.0,42720.0,-12470,-357,3,0,3,3,1,0,1,0,0,1
161200.0,667800.0,39220.0,-23009,-4457,2,0,3,3,1,3,3,0,0,1
157000.0,409000.0,21510.0,-13926,-914,2,0,0,3,3,0,2,1,1,0
324000.0,1111300.0,75470.0,-22458,-123,2,0,1,0,1,0,3,0,0,1
131500.0,526900.0,29680.0,-10552,-664,2,0,3,0,0,0,2,1,0,1
292000.0,666000.0,41540.0,-9107,-2532,2,1,3,1,1,0,3,0,1,1
176200.0,359700.0,17650.0,-20091,-1011,1,0,3,3,2,0,1,0,0,0
243900.0,853300.0,52820.0,-12973,-202,2,1,3,3,1,0,2,0,1,1
192900.0,848600.0,56150.0,-14924,-822,1,1,3,0,1,0,1,0,0,1
118600.0,313100.0,15270.0,-10517,-2729,2,0,1,0,1,0,2,0,0,1
236700.0,913500.0,40810.0,-21672,-1573,1,1,1,3,0,0,2,0,0,1
176800.0,700100.0,43700.0,-14455,-65,1,0,1,3,2,3,2,0,1,0
221700.0,886700.0,43300.0,-14653,-1640,3,0,3,3,1,0,2,0,1,1
692700.0,2173500.0,100430.0,-17863,-204,3,0,0,3,0,0,1,0,0,1
104600.0,466700.0,30830.0,-16029,-324,4,0,3,0,1,0,3,0,1,1
211400.0,795300.0,37880.0,-19243,-4702,2,0,3,3,1,0,1,0,0,1
235000.0,1043300.0,56340.0,-10538,-3963,2,0,1,3,1,0,2,0,1,0
164000.0,605000.0,32200.0,-11557,-2821,2,0,1,3,1,0,2,0,0,1
131900.0,591300.0,28730.0,-18459,-305,1,0,0,0,1,0,2,0,1,1
221600.0,693000.0,37410.0,-10980,-236,2,0,0,3,1,3,2,0,1,1
125000.0,271600.0,17600.0,-21019,-1018,2,0,3,3,0,3,2,0,0,0
67000.0,146800.0,7570.0,-16014,-99,2,0,1,3,1,0,3,0,0,1
73100.0,233800.0,12950.0,-16752,-947,2,0,0,3,1,0,3,1,1,1
191200.0,575800.0,35220.0,-17993,-371,3,0,3,3,3,0,2,0,1,0
81400.0,202900.0,11140.0,-19296,-1625,2,0,3,3,1,0,2,0,1,0
80300.0,299800.0,17390.0,-17298,-202,3,0,0,3,1,0,2,0,1,0
77300.0,334600.0,16310.0,-23620,-394,4,0,0,3,1,0,2,0,0,0
125100.0,554700.0,24210.0,-22823,-2077,1,0,0,3,1,2,1,1,0,1
149600.0,530900.0,33570.0,-16671,-8299,4,0,3,0,1,0,3,0,0,0
280900.0,1129300.0,61900.0,-18249,-1779,1,0,3,0,2,0,2,0,0,0
97900.0,226200.0,14600.0,-15908,-2067,1,0,3,3,4,0,3,0,0,0
103800.0,433600.0,25730.0,-15057,-1183,5,0,2,3,4,0,2,0,0,1
170200.0,490800.0,29170.0,-10500,-2727,2,0,1,3,2,0,1,0,0,0
139800.0,427600.0,26480.0,-14225,-917,4,0,3,2,3,0,3,0,1,1
177000.0,711900.0,47820.0,-14981,-5332,2,0,1,0,1,0,2,0,0,1
101200.0,293700.0,17010.0,-14727,-3631,1,0,3,3,1,0,2,0,0,1
269600.0,553700.0,35310.0,-21217,-3486,4,0,3,3,1,0,2,0,1,1
230700.0,441700.0,19760.0,-22075,-479,2,0,3,3,1,0,2,0,0,0
265500.0,621800.0,38210.0,-18584,-778,1,0,3,3,3,0,1,0,0,0
266300.0,849900.0,42340.0,-15915,-199,1,0,3,3,2,0,2,0,0,1
74400.0,141600.0,7450.0,-15244,-593,3,0,3,0,1,0,2,0,0,1
194500.0,764600.0,42030.0,-21404,-905,1,0,2,3,1,0,3,0,0,0
201300.0,801800.0,47080.0,-13172,-1806,2,0,1,3,0,0,2,1,0,1
231600.0,1009800.0,51010.0,-15396,-5029,2,0,3,3,3,0,3,1,1,1
289400.0,681700.0,45710.0,-17275,-1207,4,0,1,3,1,0,2,0,1,1
398700.0,948700.0,52720.0,-8760,-1385,1,0,1,3,4,0,2,0,1,1
122300.0,495500.0,31240.0,-19274,-2406,2,0,3,3,1,2,2,1,1,1
227500.0,835400.0,49230.0,-17030,-561,2,0,0,3,0,0,2,0,0,1
174800.0,461500.0,30630.0,-12357,-612,2,0,0,3,1,0,2,0,1,0
212600.0,473100.0,29980.0,-18795,-1040,3,0,1,0,1,0,3,0,0,1
56000.0,128900.0,8390.0,-17341,-776,2,0,3,2,1,2,2,1,0,1
437400.0,831300.0,54620.0,-12019,-1188,3,0,0,3,1,0,3,0,0,1
141600.0,611900.0,37810.0,-19937,-223,2,0,1,3,0,0,2,0,1,0
140800.0,426600.0,27870.0,-17382,-1145,2,0,3,0,1,0,1,0,1,0
215100.0,858100.0,48470.0,-8505,-750,2,0,0,3,0,2,2,0,1,1
118200.0,379600.0,18130.0,-9397,-200,1,0,3,3,3,0,2,0,0,1
279300.0,970900.0,42200.0,-14104,-781,3,0,2,3,1,0,2,1,1,1
66900.0,171500.0,8810.0,-21391,-1001,2,0,3,3,1,0,2,0,0,0
224700.0,605900.0,27580.0,-10962,-489,2,1,3,0,1,0,2,0,1,1
318200.0,1274900.0,68520.0,-17838,-4524,1,0,1,0,1,0,1,0,1,0
142100.0,622000.0,30980.0,-10177,-2602,1,0,3,3,1,0,2,1,0,1
91600.0,365000.0,18500.0,-9438,-204,2,0,3,3,1,0,2,0,0,1
71400.0,268400.0,13070.0,-20430,-1026,4,0,1,3,1,0,2,1,1,0
104600.0,309000.0,19310.0,-14264,-2157,2,0,0,3,1,0,2,0,0,0
132400.0,404900.0,17930.0,-11427,-1220,2,0,0,3,1,1,2,0,0,1
143100.0,340300.0,22130.0,-12736,-2615,1,0,1,3,0,0,2,0,0,1
132600.0,509500.0,22910.0,-17728,-867,1,1,3,0,0,0,2,0,1,1
208300.0,420800.0,23010.0,-13763,-36,3,0,3,3,1,0,2,0,0,0
48600.0,197400.0,10890.0,-13762,-2435,1,0,3,3,1,0,1,1,0,0
177400.0,630000.0,38070.0,-20618,-3541,3,0,1,3,1,0,1,0,0,0
83900.0,373500.0,23530.0,-22427,-331,3,1,2,3,1,1,2,0,1,0
219900.0,726400.0,44040.0,-17090,-1819,3,0,3,3,1,0,2,0,0,0
333500.0,1453100.0,76450.0,-8903,-2329,2,0,1,3,1,0,1,0,0,1
306500.0,741700.0,33380.0,-10637,-873,5,0,1,3,3,0,3,0,0,1
170400.0,709000.0,30450.0,-8638,-86,1,0,3,3,1,0,2,0,0,1
181400.0,413300.0,21650.0,-17580,-1473,2,0,0,3,1,0,2,0,0,0
251900.0,1044500.0,45550.0,-23244,-1888,3,0,3,0,0,2,2,0,1,0
185900.0,458200.0,22400.0,-21360,-2375,5,0,3,3,0,0,2,1,0,1
60000.0,188700.0,9850.0,-11538,-890,1,0,0,0,1,0,2,0,0,1
188300.0,538700.0,31120.0,-18540,-3602,1,0,3,3,1,0,2,0,0,1
195100.0,653500.0,35520.0,-17912,-95,2,0,3,3,1,0,2,0,1,1
179200.0,669600.0,38170.0,-9343,-720,3,1,0,0,0,0,1,1,0,1
223500.0,649000.0,37310.0,-11438,-71,4,1,1,0,4,0,1,1,0,1
111100.0,454800.0,26610.0,-8507,-1932,1,0,3,3,1,1,2,1,0,0
84600.0,375400.0,17930.0,-21140,-219,4,0,3,3,1,0,2,0,0,0
170300.0,360400.0,19330.0,-9075,-2500,2,0,3,0,3,0,3,1,1,1
268000.0,796300.0,34770.0,-10721,-1933,3,1,3,3,1,0,1,0,1,1
263100.0,559500.0,31520.0,-17249,-3904,2,0,3,0,1,0,2,0,1,1
172200.0,399100.0,17410.0,-18789,-1429,2,0,2,3,1,2,2,0,1,1
155800.0,477000.0,31210.0,-9375,-366,2,0,3,3,1,0,2,0,0,1
95800.0,340200.0,19990.0,-20586,-4196,3,0,0,3,4,0,3,0,0,1
169900.0,491900.0,21580.0,-12128,-1738,2,0,3,2,1,0,2,1,0,1
154900.0,340500.0,15350.0,-23340,-1325,3,0,3,3,1,3,3,0,0,1
295700.0,1161500.0,58510.0,-16675,-194,2,0,3,3,3,0,2,0,1,1
75900.0,252800.0,10800.0,-12953,-570,2,0,3,3,3,0,3,0,0,1
180800.0,682600.0,36960.0,-16415,-299,2,0,0,3,1,0,2,1,0,1
114600.0,443600.0,28930.0,-11639,-989,2,0,3,1,1,0,2,0,0,1
118500.0,462700.0,25470.0,-19383,-578,1,0,3,0,1,0,2,0,1,0
87600.0,330500.0,14120.0,-18531,-2324,2,1,3,0,1,0,2,0,0,1
80200.0,165700.0,7960.0,-13040,-2903,5,0,3,3,1,0,2,0,1,0
205100.0,587200.0,26330.0,-14774,-490,2,0,1,3,1,0,2,1,0,1
285300.0,1037500.0,43740.0,-19426,-2915,2,0,2,3,1,3,2,0,0,1
123800.0,425000.0,20360.0,-15676,-3240,2,0,0,3,3,0,1,0,0,1
71600.0,248400.0,13760.0,-16931,-737,1,1,1,0,1,1,2,0,0,1
316300.0,1416900.0,62390.0,-12248,-575,2,1,3,3,1,0,2,1,1,0
94600.0,362400.0,18980.0,-18033,-3613,2,0,3,3,1,0,2,0,0,0
116200.0,319700.0,17100.0,-15147,-2654,2,1,3,0,1,0,2,0,0,0
164900.0,518800.0,23430.0,-12096,-1632,1,0,3,3,1,3,2,1,1,0
89700.0,165900.0,7190.0,-9765,-1782,1,0,3,3,0,0,2,0,0,1
169700.0,742000.0,40200.0,-14596,-1527,2,0,1,3,1,0,2,1,1,1
80300.0,268800.0,16720.0,-10765,-1328,2,0,0,3,0,0,2,1,1,0
117500.0,342900.0,20630.0,-20691,-1550,2,0,2,3,1,0,2,1,0,1
105900.0,236000.0,11170.0,-8346,-524,2,0,0,3,3,0,3,0,0,0
100000.0,267400.0,11700.0,-11330,-2882,5,0,1,3,0,0,3,0,0,1
184600.0,421400.0,20700.0,-21373,-2839,1,1,3,3,1,0,1,0,0,1
141800.0,576800.0,36870.0,-14898,-2034,4,0,1,3,1,0,2,1,1,0
116200.0,298300.0,13320.0,-13849,-1892,1,0,3,3,1,0,2,0,0,1
124800.0,292400.0,16130.0,-8599,-531,2,0,3,2,4,0,2,0,0,0
152200.0,574300.0,27810.0,-10048,-3025,1,0,1,0,1,0,3,0,0,1
304800.0,1072900.0,53970.0,-12338,-1873,2,0,0,3,1,0,1,0,0,1
125900.0,383600.0,25960.0,-19426,-281,2,0,0,3,1,0,2,0,1,1
223800.0,755700.0,44440.0,-12452,-297,2,0,3,0,1,0,2,0,1,1
159200.0,711300.0,33820.0,-21676,-36,2,0,3,0,1,0,2,0,0,0
206300.0,690700.0,44140.0,-23533,-7553,3,0,0,3,1,0,2,1,0,1
229100.0,543600.0,25520.0,-19151,-959,1,0,1,3,1,0,2,1,1,1
153000.0,381800.0,21050.0,-13050,-1261,2,0,0,3,1,0,2,0,1,1
207800.0,374900.0,19720.0,-20629,-2148,2,0,3,3,1,0,2,0,0,1
183700.0,454800.0,20970.0,-16281,-5768,2,0,0,3,1,0,2,0,1,1
219500.0,907100.0,50970.0,-17603,-3219,2,0,3,0,2,0,2,0,1,0
118800.0,359800.0,24030.0,-12963,-1742,2,0,3,3,1,0,2,0,0,0
168900.0,355700.0,16290.0,-14560,-1266,2,0,0,3,1,0,2,0,0,1
99900.0,387900.0,24320.0,-21747,-251,2,0,1,0,1,0,1,0,1,1
97900.0,200700.0,9580.0,-13565,-2147,4,1,3,0,1,2,1,0,1,1
262800.0,689600.0,30380.0,-12186,-2123,2,0,3,3,1,0,2,0,0,1
352300.0,666900.0,40380.0,-14814,-167,5,0,3,3,1,3,2,0,1,1
211600.0,831300.0,43270.0,-12283,-1168,3,0,1,3,1,0,2,1,0,0
185300.0,657000.0,42050.0,-19625,-5442,2,0,0,3,1,0,1,0,0,1
133800.0,367900.0,15820.0,-10005,-569,3,0,1,3,3,0,2,0,0,1
84200.0,212600.0,11790.0,-22234,-2514,2,0,3,3,1,1,1,1,1,0
115800.0,241200.0,14160.0,-10267,-1595,1,1,2,3,4,3,3,0,1,1
99700.0,217700.0,11530.0,-9547,-549,2,0,1,3,3,0,2,0,0,1
165900.0,640700.0,32770.0,-12668,-3082,1,1,2,3,1,0,2,0,0,1
425300.0,895600.0,45810.0,-22014,-1548,5,0,0,3,1,0,2,0,0,0
281900.0,1121000.0,47620.0,-11378,-1313,2,0,0,3,1,0,2,0,0,0
91400.0,399900.0,22840.0,-21518,-2090,1,0,2,3,4,0,2,0,1,0
95900.0,180300.0,7750.0,-21258,-2393,2,0,3,3,1,0,2,0,0,1
117800.0,320800.0,18980.0,-11727,-5152,1,0,3,3,1,0,1,0,0,1
311500.0,988600.0,41800.0,-21580,-2241,2,0,1,3,1,0,1,0,1,0
85000.0,375700.0,20440.0,-19234,-262,1,1,1,3,0,0,3,1,0,0
62700.0,140700.0,5920.0,-13612,-1713,5,0,0,3,1,0,3,0,1,1
59400.0,162200.0,10890.0,-19767,-5043,2,0,3,3,1,2,2,0,0,0
106300.0,228700.0,11880.0,-9558,-194,2,0,1,3,3,2,2,1,1,0
253400.0,918500.0,43610.0,-16704,-4891,2,0,1,3,1,0,2,0,1,1
136400.0,520600.0,30590.0,-12737,-870,1,0,3,3,1,0,1,0,1,1
93600.0,378200.0,18010.0,-16747,-248,2,0,3,3,1,0,2,0,0,1
279000.0,577400.0,38680.0,-20485,-291,1,0,3,3,3,0,2,0,1,0
77800.0,319800.0,18510.0,-23283,-278,5,0,0,0,1,1,2,0,0,0
220200.0,440600.0,18940.0,-11032,-1344,3,0,0,3,1,0,1,0,1,1
213800.0,507900.0,21630.0,-20945,-758,2,1,1,3,1,0,3,1,1,0
300100.0,567200.0,35440.0,-13640,-2284,3,0,3,3,3,0,3,0,1,1
104000.0,276000.0,18310.0,-19482,-506,2,0,3,0,3,0,2,0,1,1
260200.0,905200.0,44710.0,-18649,-2184,1,0,3,3,0,0,2,0,1,1
101900.0,458000.0,19280.0,-9123,-2548,3,0,3,3,1,1,1,0,1,1
171100.0,442500.0,19600.0,-19157,-1123,2,0,3,3,1,0,3,0,0,1
217700.0,496000.0,32570.0,-8044,-713,3,0,1,3,1,0,2,1,1,0
89700.0,303300.0,17540.0,-19373,-906,1,0,1,3,3,0,2,0,0,0
141300.0,298400.0,16170.0,-14540,-637,2,0,3,3,0,0,2,0,1,1
101400.0,383300.0,18700.0,-9812,-484,1,0,3,3,1,1,2,0,0,1
137200.0,571200.0,38210.0,-17837,-6938,1,0,3,3,1,0,2,0,0,0
281900.0,1219800.0,71120.0,-13785,-36,2,0,3,3,0,0,1,0,0,1
206300.0,580800.0,28210.0,-12828,-347,2,0,1,3,1,0,2,0,0,0
105400.0,423200.0,28500.0,-22154,-1150,4,1,1,3,1,2,3,0,1,1
77100.0,231400.0,13950.0,-14955,-611,2,0,3,3,1,3,2,1,1,1
244700.0,860700.0,50820.0,-8598,-1794,2,0,1,3,4,0,2,1,0,1
178000.0,742300.0,31650.0,-15765,-2456,2,1,3,3,1,0,3,1,0,1
60000.0,212000.0,10950.0,-21667,-1719,2,0,0,0,3,0,2,1,1,1
302600.0,549500.0,26970.0,-20951,-8418,3,0,0,0,1,0,2,1,1,1
171400.0,659700.0,33300.0,-21758,-1578,5,0,3,3,3,3,3,1,0,0
75500.0,288700.0,15050.0,-12239,-1105,4,0,0,0,1,0,3,0,0,1
85700.0,184700.0,11430.0,-9227,-1014,2,0,3,3,4,0,2,1,1,1
51900.0,181200.0,8030.0,-17158,-2882,4,0,3,3,1,0,2,0,0,1
131200.0,337700.0,16360.0,-17945,-70,2,0,3,3,0,0,2,0,1,0
114300.0,407800.0,27350.0,-11517,-679,1,0,3,0,3,0,3,0,0,0
111700.0,478000.0,27440.0,-18764,-3606,2,0,3,3,1,0,2,0,1,1
200700.0,512300.0,33750.0,-8403,-1829,2,0,1,3,1,0,2,0,0,1
69400.0,306100.0,18700.0,-20226,-1381,2,0,0,0,1,0,2,0,0,1
139500.0,260000.0,16950.0,-17769,-693,2,0,0,3,0,0,2,0,0,1
135500.0,574800.0,26580.0,-18859,-640,2,0,1,3,0,0,3,0,0,1
113300.0,295700.0,18510.0,-23692,-2816,4,0,0,3,1,0,2,0,1,1
79700.0,350800.0,15520.0,-17143,-2835,3,0,0,3,4,0,3,0,0,1
68600.0,157800.0,9980.0,-23062,-1850,1,0,0,3,4,0,3,0,1,0
57700.0,227900.0,13170.0,-22110,-43,1,0,1,3,3,0,2,0,0,1
114700.0,401400.0,24080.0,-22277,-3113,4,0,3,3,2,0,2,0,0,0
264000.0,859800.0,45950.0,-13093,-1442,2,1,3,3,4,0,2,1,0,1
378900.0,1669300.0,73330.0,-15606,-4304,2,0,3,0,2,0,3,0,0,1
175200.0,670000.0,30190.0,-18785,-972,2,0,1,1,1,1,3,0,1,0
151100.0,296600.0,14890.0,-14185,-3483,3,0,0,0,3,0,3,0,0,1
266700.0,726400.0,47440.0,-14267,-1827,2,0,3,3,1,0,2,0,0,1
